#Table: J/MNRAS/423/1024/. (cdsarc.u-strasbg.fr)
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
                                          |                     |             |      |    |     |      |      |      |                             | n_| z|          |          |          |     |  e_|    E|          |          |          |     |  e_|
      XMMXCS                  Name        |     RAdeg      DEdeg|       Counts|     z|r_z |n_z  |    TX|  e_TX|  E_TX|OName                        |zoo|oo|      L500|    e_L500|    E_L500| R500|R500|_R500|      L200|    e_L200|    E_L200| R200|R200|   E_
------------------------------------------|---------------------|-------------|------|----|-----|------|------|------|-----------------------------|---|--|----------|----------|----------|-----|----|-----|----------|----------|----------|-----|----|-----
XMMXCSJ163341.0+571420.1XMMXCSJ1633.6+5714|248.420833  57.238917|1.3407500e+02|  0.24|Lit |spec |  1.40|  0.10|  0.10|WARP J1633.6+5714            |DR7|s |  0.184189|  0.139400|  0.146612|  426|  18|   24|  0.343315|  0.298512|  0.372706|  646|  28|   37
XMMXCSJ170041.9+641257.9XMMXCSJ1700.6+6412|255.174583  64.216083|5.9781200e+02|  0.24|LRG |spec |  2.50|  0.30|  0.30|ABELL 2246                   |DR7|g |  1.673220|  0.254751|  0.449029|  605|  43|   41|  1.872040|  0.319951|  0.437968|  918|  65|   62
XMMXCSJ171246.1+435334.3XMMXCSJ1712.7+4353|258.192083  43.892861|1.4006800e+02|  0.59|DR7 |phot |  2.40|  0.50|  1.00|                             |DR7|s |  1.741430|  0.881130|  1.651300|  397|  52|   86|  2.900820|  1.792130|  1.012780|  602|  80|  130
XMMXCSJ171437.9+623322.2XMMXCSJ1714.6+6233|258.657917  62.556167|2.5768100e+02|  0.18|LRG |spec |  1.40|  0.10|  0.20|                             |DR7|s |  0.173868|  0.078650|  0.267680|  463|  18|   33|  0.251282|  0.156051|  0.607066|  702|  28|   50
XMMXCSJ172335.9+341154.5XMMXCSJ1723.5+3411|260.899583  34.198472|5.0522200e+01|  0.41|NXS |phot |  2.10|  0.80|  2.00|                             |NXS|s |  0.881586|  0.881586|  0.226785|  451| 107|  205|  1.051260|  1.051260|  0.248549|  685| 162|  312
XMMXCSJ173602.6+655941.1XMMXCSJ1736.0+6559|264.010833  65.994750|2.3459900e+02|-99.00|DR7 |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ184113.7+795459.0XMMXCSJ1841.2+7954|280.307083  79.916389|7.6424200e+01|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ190820.5+690320.0XMMXCSJ1908.3+6903|287.085417  69.055556|4.8854700e+02|  0.21|Lit |spec |  4.90|  1.20|  1.80|ABELL 2317                   |dss|na|  1.094150|  0.508684|  1.045260|  900| 132|  173|  1.151020|  0.565385|  1.565050| 1365| 200|  262
XMMXCSJ200703.1-443757.6XMMXCSJ2007.0-4437|301.762917 -44.632667|4.6722100e+02|  0.20|Spec|spec |  2.30|  0.40|  0.60|                             |NXS|s |  0.201065|  0.164163|  0.049774|  500|  76|  106|  0.299026|  0.247863|  0.108892|  758| 115|  161
XMMXCSJ200759.0-110256.5XMMXCSJ2007.9-1102|301.995833 -11.049028|3.1224500e+02|  0.11|NXS |phot |  2.10|  0.40|  0.50|                             |NXS|s |  0.119734|  0.021652|  0.038030|  613|  64|   77|  0.175299|  0.035594|  0.069990|  930|  98|  117
XMMXCSJ201337.7-415345.4XMMXCSJ2013.6-4153|303.407083 -41.895944|6.5557000e+01|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ201536.1-242616.6XMMXCSJ2015.6-2426|303.900417 -24.437944|1.5758300e+02|  0.57|NXS |phot |  0.90|  0.20|  0.30|                             |NXS|s |  0.354187|  0.225197|  0.210506|  234|  26|   40|  0.392653|  0.252182|  0.244338|  355|  40|   61
XMMXCSJ204130.4-351638.2XMMXCSJ2041.5-3516|310.376667 -35.277278|1.2985600e+03|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ204134.7-350901.2XMMXCSJ2041.5-3509|310.394583 -35.150333|2.8111300e+03|  0.43|Spec|spec |  4.40|  0.50|  0.60|                             |NXS|g |  5.824500|  2.579800|  2.502330|  672|  41|   49|  9.247710|  6.001850| 15.469300| 1019|  63|   74
XMMXCSJ205405.9-154736.5XMMXCSJ2054.0-1547|313.524583 -15.793472|2.6125000e+02|  0.27|NXS |phot |  2.50|  0.90|  2.00|                             |NXS|g |  0.252327|  0.179817|  0.287044|  583| 127|  229|  0.354159|  0.276850|  0.619619|  884| 193|  347
XMMXCSJ210849.1-051638.5XMMXCSJ2108.8-0516|317.204583  -5.277361|5.1963900e+02|  0.32|Lit |spec |  2.80|  0.80|  1.20|WARP J2108.8-0516            |dss|na|  0.819687|  0.682541|  0.881237|  580| 110|  136|  1.013890|  0.876634|  2.369290|  880| 166|  206
XMMXCSJ212748.7-450151.9XMMXCSJ2127.8-4501|321.952917 -45.031083|6.4423100e+02|  0.56|NXS |phot |  3.60|  0.80|  1.20|                             |NXS|g |  4.285760|  1.820570|  1.161320|  520|  71|   94|  7.077210|  4.596600|  5.742030|  789| 107|  143
XMMXCSJ212802.2-444957.6XMMXCSJ2128.0-4449|322.009167 -44.832667|8.9785800e+01|  0.39|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|g |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ212807.6-445417.3XMMXCSJ2128.1-4454|322.031667 -44.904806|1.8513000e+02|  0.54|Spec|spec |  1.20|  0.40|  0.50|                             |NXS|s |  0.520583|  0.520583|  0.150961|  287|  55|   63|  0.639281|  0.639281|  0.789729|  436|  84|   96
XMMXCSJ212858.8-153430.6XMMXCSJ2128.9-1534|322.245000 -15.575167|2.9867100e+02|  0.65|NXS |phot |  2.40|  0.30|  0.60|                             |NXS|s |  2.027690|  1.431350|  5.637630|  372|  28|   48|  3.643940|  2.119980|  7.091690|  564|  42|   73
XMMXCSJ213026.9-000032.0XMMXCSJ2130.4-0000|322.612083  -0.008889|2.5693600e+03|  0.14|LRG |spec |  2.50|  0.40|  0.50|MaxBCG J322.61229-00.00676   |DR7|s |  0.581282|  0.091245|  0.093281|  664|  55|   65|  1.002870|  0.181845|  0.194917| 1008|  84|   98
XMMXCSJ213400.4-424017.0XMMXCSJ2134.0-4240|323.501667 -42.671389|3.6584500e+02|  0.20|Lit |spec |  2.10|  0.80|  1.50|ABELL 3783                   |dss|na|  0.291690|-99.000000|-99.000000|  562| 134|  202|  0.275180|-99.000000|-99.000000|  863| 204|  306
XMMXCSJ215122.9-302436.9XMMXCSJ2151.3-3024|327.845417 -30.410250|1.0361200e+02|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ215221.6-273015.6XMMXCSJ2152.3-2730|328.090000 -27.504333|2.6510200e+02|  0.83|Spec|spec |  2.40|  0.40|  0.60|                             |NXS|g |  0.830947|  0.361849|  0.254335|  305|  30|   42|  1.272540|  0.338457|  0.280539|  463|  45|   64
XMMXCSJ215735.2-695256.1XMMXCSJ2157.5-6952|329.396667 -69.882250|2.2061000e+02|  0.49|NXS |phot |  2.90|  1.10|  1.40|                             |NXS|s |  0.452549|  0.292736|  0.038035|  499| 123|  128|  0.459659|  0.297813|  0.040378|  757| 187|  194
XMMXCSJ220550.0-015930.4XMMXCSJ2205.8-0159|331.458333  -1.991778|1.3588900e+02|  1.12|Lit |spec |  2.80|  1.30|  2.70|XMMU J2205-0159              |NXS|s |  2.253950|  2.253950|  0.454535|  239|  71|  114|  2.460710|  2.460710|  2.174140|  363| 108|  173
XMMXCSJ220605.0-001113.4XMMXCSJ2206.0-0011|331.520833  -0.187056|1.3857900e+02|  0.34|S82 |phot |  3.40|  0.80|  3.00|                             |S82|s |  0.160833|  0.127693|  0.120316|  645|  93|  281|  0.168699|  0.135465|  0.151578|  979| 141|  426
XMMXCSJ220621.9-002540.0XMMXCSJ2206.3-0025|331.591250  -0.427778|2.9718300e+02|  0.31|S82 |phot |  0.50|  0.10|  0.20|                             |S82|s |  0.071322|  0.032365|  0.068266|  210|  29|   40|  0.076032|  0.033408|  0.068085|  318|  44|   60
XMMXCSJ220740.3+101814.4XMMXCSJ2207.6+1018|331.917917  10.304000|8.3486300e+01|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ221107.2-165703.0XMMXCSJ2211.1-1657|332.780000 -16.950833|4.9194400e+02|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ221133.8-170602.7XMMXCSJ2211.5-1706|332.890833 -17.100750|2.1830500e+02|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ221136.0-165738.3XMMXCSJ2211.5-1657|332.900000 -16.960639|1.5892000e+02|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ221559.6-173816.2XMMXCSJ2215.9-1738|333.998333 -17.637833|4.0616700e+02|  1.46|Spec|spec |  4.30|  1.20|  3.20|CFHTLS CL J221558-173757     |NXS|s |  6.755390|  6.383590|  6.109210|  236|  54|   79|  7.206070|  6.535090|  6.223680|  359|  83|  120
XMMXCSJ221656.6-172527.2XMMXCSJ2216.9-1725|334.235833 -17.424222|5.4999600e+04|  0.14|Lit |spec |  3.20|  0.10|  0.10|RBS 1842                     |dss|na|  4.437420|  1.935790|  2.952660|  776|   6|    6|  4.786790|  2.285140|  7.818630| 1177|  10|   10
XMMXCSJ222818.2-053403.4XMMXCSJ2228.3-0534|337.075833  -5.567611|2.4037000e+02|  0.45|NXS |phot |  3.70|  0.90|  1.40|                             |NXS|s |  2.637760|  1.936820|  0.370887|  594|  91|  120|  3.637020|  2.936070|  2.571330|  902| 138|  183
XMMXCSJ222818.7-050752.8XMMXCSJ2228.3-0507|337.077917  -5.131333|1.2978400e+02|-99.00|NXS |phot |-99.00|-99.00|-99.00|BLOX J2228.3-0507.8          |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ223520.4-255742.1XMMXCSJ2235.3-2557|338.835000 -25.961694|1.2859100e+03|  1.39|Lit |spec |  9.00|  1.50|  2.30|1WGA J2235.3-2557            |dss|na|  4.504030|  1.664310|  3.074180|  348|  34|   46|  7.935720|  0.997390|  1.143620|  528|  52|   70
XMMXCSJ223852.3-202612.2XMMXCSJ2238.8-2026|339.717917 -20.436722|3.0604800e+02|  0.35|NXS |phot |  1.80|  0.20|  0.40|                             |NXS|g |  0.421972|  0.083909|  0.127515|  446|  27|   47|  0.528564|  0.116377|  0.158293|  677|  41|   72
XMMXCSJ223924.4-054717.9XMMXCSJ2239.4-0547|339.851667  -5.788306|2.2411200e+03|  0.24|Lit |spec |  2.80|  0.20|  0.20|WARP J2239.4-0547            |dss|na|  1.083310|  0.076766|  0.083068|  631|  22|   21|  1.236210|  0.104772|  0.115115|  957|  33|   33
XMMXCSJ223934.0-060017.5XMMXCSJ2239.5-0600|339.891667  -6.004861|4.8681000e+02|  0.17|Lit |spec |  1.40|  0.20|  0.30|WARP J2239.5-0600            |dss|na|  0.066000|-99.000000|-99.000000|  463| 102|  164|  0.069700|-99.000000|-99.000000|  703| 155|  249
XMMXCSJ223939.3-054327.4XMMXCSJ2239.6-0543|339.913750  -5.724278|2.4967000e+03|  0.24|Lit |spec |  2.80|  0.20|  0.20|WARP J2239.6-0543            |dss|na|  0.971303|  0.382267|  0.761850|  631|  25|   28|  1.097140|  0.508040|  2.245810|  958|  38|   42
XMMXCSJ224113.5+032832.5XMMXCSJ2241.2+0328|340.306250   3.475694|1.5420300e+02|  0.19|NXS |phot |  1.40|  0.20|  0.50|                             |NXS|s |  0.312578|  0.241989|  0.041043|  444|  34|   81|  0.312885|  0.242205|  0.038737|  674|  52|  123
XMMXCSJ225635.4-363159.5XMMXCSJ2256.5-3631|344.147500 -36.533194|6.5752600e+01|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ230247.7+084355.9XMMXCSJ2302.7+0843|345.698750   8.732194|3.2390800e+02|  0.72|Lit |spec |  6.20|  0.60|  0.80|WARP J2302.8+0843            |NXS|g |  4.034460|  0.426701|  3.168190|  589|  30|   41|  6.238510|  1.702180|  3.680680|  894|  46|   63
XMMXCSJ231805.4-423542.2XMMXCSJ2318.0-4235|349.522500 -42.595056|2.1668600e+03|  0.21|Lit |spec |  1.80|  0.10|  0.30|400d J2318-4235              |dss|na|  0.189173|  0.092487|  0.201445|  516|  13|   47|  0.231110|  0.134410|  0.527541|  782|  20|   72
XMMXCSJ231852.3-423147.6XMMXCSJ2318.8-4231|349.717917 -42.529889|1.7073900e+03|  0.11|Spec|spec |  0.86|  0.03|  0.03|                             |dss|na|  0.021800|-99.000000|-99.000000|  365|   8|    7|  0.020656|-99.000000|-99.000000|  365|   8|    7
XMMXCSJ232124.6+194514.8XMMXCSJ2321.4+1945|350.352500  19.754111|4.2325800e+03|  0.40|NXS |phot |  3.70|  0.20|  0.20|                             |NXS|g |  3.171880|  2.776460|  0.096004|  628|  19|   23|  4.013460|  3.617900|  2.592110|  953|  29|   35
XMMXCSJ232152.6+195334.9XMMXCSJ2321.8+1953|350.469167  19.893028|4.3639200e+02|  0.30|NXS |phot |  4.10|  1.20|  1.70|                             |NXS|s |  0.419139|  0.301959|  0.160961|  744| 133|  166|  0.743209|  0.625383|  0.496864| 1128| 203|  252
XMMXCSJ232156.0+193807.8XMMXCSJ2321.9+1938|350.483333  19.635500|8.7092400e+01|  0.42|NXS |phot |  2.50|  0.60|  1.10|                             |NXS|s |  0.121169|  0.042197|  0.050745|  497|  70|  116|  0.148109|  0.056768|  0.074671|  754| 106|  176
XMMXCSJ232221.3+193855.0XMMXCSJ2322.3+1938|350.588750  19.648611|4.7222600e+02|  0.23|NXS |phot |  1.70|  0.20|  0.30|                             |NXS|g |  0.124531|  0.061481|  0.031329|  489|  29|   44|  0.156912|  0.093145|  0.066357|  741|  44|   67
XMMXCSJ232231.6+195043.8XMMXCSJ2322.5+1950|350.631667  19.845500|1.5737300e+02|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ232536.2-544354.5XMMXCSJ2325.6-5443|351.400833 -54.731806|5.6598400e+02|  0.10|Lit |spec |  1.80|  0.30|  0.40|400d J2325-5443              |dss|na|  0.043794|-99.000000|-99.000000|  559|  52|   75|  0.041550|-99.000000|-99.000000|  559|  52|   75
XMMXCSJ232925.9+052624.1XMMXCSJ2329.4+0526|352.357917   5.440028|2.9476700e+02|  0.37|Lit |phot |  2.60|  0.90|  1.70|NSCS J232926+052539          |dss|na|  1.010490|  0.279823|  0.273512|  535| 111|  179|  2.034240|  0.701334|  0.791028|  812| 168|  272
XMMXCSJ233227.5+195822.1XMMXCSJ2332.4+1958|353.114583  19.972806|3.5944200e+02|  0.27|Lit |phot |  3.20|  0.80|  1.00|SEXCLAS 19                   |dss|na|  0.683534|  0.480230|  0.577641|  669|  95|  114|  0.978759|  0.775383|  1.493240| 1015| 144|  173
XMMXCSJ233537.0+021738.1XMMXCSJ2335.6+0217|353.904167   2.293917|2.6792900e+02|  0.39|Lit |spec |  5.80|  2.20|  7.00|WARP J2335.6+0217            |dss|na|  0.262626|  0.081774|  0.104811|  822| 199|  465|  0.269287|  0.082106|  0.103298| 1247| 302|  706
XMMXCSJ233757.0+271121.0XMMXCSJ2337.9+2711|354.487500  27.189167|1.7316300e+03|  0.12|Lit |spec |  3.40|  0.40|  0.60|ABELL 2634:[SM98] 02         |dss|na|  0.479400|  0.052550|  0.143672|  803|  65|   80|  0.481350|  0.054264|  0.155038| 1218|  98|  122
XMMXCSJ233935.4-121419.1XMMXCSJ2339.5-1214|354.897500 -12.238639|8.4635200e+02|  0.53|NXS |phot |  3.00|  0.40|  0.50|                             |NXS|s |  2.595850|  0.352468|  0.291282|  484|  40|   48|  2.885360|  0.364425|  0.301580|  733|  61|   73
XMMXCSJ233949.8-121306.3XMMXCSJ2339.8-1213|354.957500 -12.218417|3.6861800e+02|  0.49|NXS |phot |  1.80|  0.10|  0.30|                             |NXS|g |  0.969035|  0.122049|  0.127865|  383|  14|   31|  1.070240|  0.127801|  0.132769|  581|  21|   48
XMMXCSJ235352.9-151307.8XMMXCSJ2353.8-1513|358.470417 -15.218833|5.1381700e+02|-99.00|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ235537.0+055129.0XMMXCSJ2355.6+0551|358.904167   5.858056|3.3685200e+02|-99.00|NXS |phot |-99.00|-99.00|-99.00|ZwCl 2353.2+0535             |NXS|g |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
XMMXCSJ235708.6-241449.2XMMXCSJ2357.1-2414|359.285833 -24.247000|2.4828500e+02|  0.59|Spec|spec |  7.40|  2.50|  5.90|                             |NXS|g |  4.955150|  1.959310|  1.863440|  762| 161|  302|  8.174800|  4.704870|  7.101870| 1156| 245|  459
XMMXCSJ235730.2-242908.9XMMXCSJ2357.5-2429|359.375833 -24.485806|9.6315700e+01|  0.67|NXS |phot |-99.00|-99.00|-99.00|                             |NXS|s |-99.000000|-99.000000|-99.000000|  -99| -99|  -99|-99.000000|-99.000000|-99.000000|  -99| -99|  -99
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
